Fecha,Temp_Max,Temp_Min,Temp_Prom,Humedad_Max,Humedad_Min,Humedad_Prom,Lluvia,Presion,Viento_Max,Año,Decada
1993-12-29,29.8,20.8,24.86,89,53,73.33,1.9,1005.44,8.0,1993,1990
1993-12-30,29.6,21.2,25.11,90,55,74.75,1.3,1006.32,7.4,1993,1990
1993-12-31,30.0,21.2,25.02,92,51,74.62,1.0,1007.17,8.6,1993,1990
1994-01-01,30.4,21.0,24.91,86,51,70.42,0.4,1006.99,9.7,1994,1990
1994-01-02,30.8,20.8,25.27,85,49,71.96,1.5,1006.56,8.5,1994,1990
1994-01-03,30.1,20.7,25.03,90,50,72.71,1.9,1006.77,8.8,1994,1990
1994-01-04,29.8,20.9,24.81,90,52,74.12,2.2,1007.62,9.6,1994,1990
1994-01-05,30.2,20.7,24.86,92,48,69.46,0.1,1007.35,9.2,1994,1990
1994-01-06,30.1,21.2,25.15,85,48,68.0,1.1,1005.56,8.3,1994,1990
1994-01-07,30.9,20.8,25.25,79,45,66.75,0.9,1005.52,8.8,1994,1990
1994-01-08,30.6,20.1,24.99,87,46,68.71,1.5,1005.54,8.4,1994,1990
1994-01-09,30.5,22.2,25.55,89,47,68.88,2.8,1005.72,7.3,1994,1990
1994-01-10,30.6,21.0,25.32,82,43,62.75,0.0,1005.36,8.7,1994,1990
1994-01-11,30.8,21.5,25.56,68,44,58.12,0.1,1005.55,10.9,1994,1990
1994-01-12,31.3,22.0,25.77,74,42,60.58,0.3,1004.6,10.4,1994,1990
1994-01-13,31.3,20.2,25.26,84,43,66.17,1.3,1004.7,9.2,1994,1990
1994-01-14,31.2,21.5,25.87,89,47,71.46,1.1,1006.61,7.8,1994,1990
1994-01-15,31.3,21.7,25.65,86,41,67.96,0.7,1007.41,8.0,1994,1990
1994-01-16,30.5,21.3,25.33,86,52,72.12,6.8,1006.5,8.0,1994,1990
1994-01-17,30.7,20.5,25.41,83,46,68.88,1.5,1004.86,9.5,1994,1990
1994-01-18,30.0,21.8,25.51,86,52,71.17,2.3,1005.06,7.8,1994,1990
1994-01-19,30.4,21.8,25.72,87,45,64.75,0.0,1005.71,8.7,1994,1990
1994-01-20,31.0,22.6,26.01,71,41,57.67,0.0,1005.65,10.6,1994,1990
1994-01-21,31.5,22.2,25.88,66,32,51.42,0.0,1005.64,16.4,1994,1990
1994-01-22,31.3,22.2,25.75,65,37,52.88,0.0,1005.34,12.1,1994,1990
1994-01-23,31.1,21.8,25.79,72,40,56.08,0.0,1005.05,11.0,1994,1990
1994-01-24,31.6,21.2,25.88,66,37,53.67,0.4,1005.4,12.0,1994,1990
1994-01-25,31.6,21.2,25.9,71,41,58.96,0.3,1005.42,10.2,1994,1990
1994-01-26,32.4,21.0,26.47,79,40,60.08,0.3,1004.42,9.5,1994,1990
1994-01-27,32.6,22.3,26.88,76,39,60.54,0.1,1004.15,9.1,1994,1990
1994-01-28,32.4,22.0,26.69,78,40,61.33,0.5,1005.1,9.6,1994,1990
1994-01-29,32.5,20.9,26.2,79,38,62.88,1.3,1006.48,8.9,1994,1990
1994-01-30,32.0,20.6,25.72,81,41,64.62,1.3,1007.59,8.4,1994,1990
1994-01-31,31.3,21.0,26.1,83,42,62.62,0.4,1007.6,8.2,1994,1990
1994-02-01,31.7,20.6,25.57,80,37,59.79,0.5,1006.52,9.1,1994,1990
1994-02-02,31.6,20.9,25.78,79,40,60.42,0.3,1006.96,8.7,1994,1990
1994-02-03,32.6,21.5,26.48,70,35,54.67,0.5,1007.3,10.2,1994,1990
1994-02-04,32.0,22.0,26.37,75,36,56.75,0.0,1007.17,9.0,1994,1990
1994-02-05,32.3,20.9,26.27,74,36,56.79,3.3,1006.3,8.2,1994,1990
1994-02-06,31.3,22.2,26.13,76,44,62.12,2.5,1005.7,7.7,1994,1990
1994-02-07,31.9,22.4,26.62,73,42,58.42,0.0,1005.04,9.4,1994,1990
1994-02-08,32.7,23.3,27.06,74,37,55.88,0.0,1004.86,12.9,1994,1990
1994-02-09,32.0,23.7,27.08,68,41,56.62,0.4,1004.75,9.1,1994,1990
1994-02-10,32.9,22.6,27.11,71,38,56.92,0.3,1005.37,9.1,1994,1990
1994-02-11,33.4,21.3,26.82,76,35,59.21,0.1,1005.71,9.6,1994,1990
1994-02-12,33.1,21.8,26.87,76,38,58.33,0.5,1005.62,9.3,1994,1990
1994-02-13,33.1,23.0,27.23,70,39,56.71,0.3,1005.51,9.0,1994,1990
1994-02-14,32.1,23.0,26.74,66,37,53.54,0.0,1005.22,11.6,1994,1990
1994-02-15,32.3,22.7,26.59,66,37,53.5,0.0,1005.85,12.6,1994,1990
1994-02-16,32.7,22.3,26.75,67,33,52.12,0.0,1005.51,10.6,1994,1990
1994-02-17,32.8,22.3,27.05,68,38,55.25,0.2,1004.73,10.0,1994,1990
1994-02-18,33.0,22.5,27.03,76,39,59.58,0.2,1004.32,8.8,1994,1990
1994-02-19,33.3,22.3,27.24,74,37,58.33,0.0,1003.91,9.1,1994,1990
1994-02-20,33.8,22.7,27.45,74,38,59.38,0.3,1004.86,9.3,1994,1990
1994-02-21,33.9,22.8,27.9,76,36,58.04,0.5,1004.72,9.6,1994,1990
1994-02-22,33.8,23.0,27.74,77,33,57.71,0.4,1004.22,9.3,1994,1990
1994-02-23,33.5,21.2,26.88,77,31,58.29,0.6,1004.45,9.5,1994,1990
1994-02-24,32.9,21.6,26.98,80,38,63.04,0.9,1005.06,8.7,1994,1990
1994-02-25,33.4,22.3,27.27,77,34,60.83,0.2,1005.63,9.0,1994,1990
1994-02-26,32.3,22.3,27.06,79,41,62.54,1.4,1006.02,7.1,1994,1990
1994-02-27,32.8,23.7,27.58,81,40,60.5,1.2,1006.52,7.4,1994,1990
1994-02-28,33.2,22.8,27.61,76,38,57.67,0.0,1006.02,8.1,1994,1990
1994-03-01,34.0,23.3,27.98,72,36,57.33,0.2,1005.95,9.3,1994,1990
1994-03-02,33.9,22.3,27.78,76,36,59.17,1.5,1006.57,8.4,1994,1990
1994-03-03,34.4,22.2,27.75,74,24,53.92,1.2,1008.47,8.8,1994,1990
1994-03-04,32.9,22.2,26.9,74,38,59.12,0.0,1009.28,9.6,1994,1990
1994-03-05,32.9,23.6,27.66,74,40,58.08,1.6,1007.95,6.6,1994,1990
1994-03-06,33.6,21.9,27.35,81,35,59.62,0.4,1006.75,8.5,1994,1990
1994-03-07,33.4,23.3,27.69,75,37,56.79,0.0,1006.25,9.9,1994,1990
1994-03-08,34.2,21.9,27.27,68,27,52.5,0.0,1005.04,10.7,1994,1990
1994-03-09,34.1,20.9,26.91,73,29,54.67,0.3,1004.11,10.3,1994,1990
1994-03-10,34.2,20.6,26.92,76,23,53.12,0.0,1005.72,9.9,1994,1990
1994-03-11,34.2,21.2,26.82,63,21,42.92,0.0,1006.96,13.2,1994,1990
1994-03-12,33.8,22.1,27.15,54,25,41.54,0.2,1008.0,11.1,1994,1990
1994-03-13,33.7,20.3,26.54,63,28,47.54,0.0,1007.41,10.3,1994,1990
1994-03-14,33.5,20.8,26.82,70,30,53.42,0.0,1007.0,9.0,1994,1990
1994-03-15,33.8,21.0,26.98,75,29,55.58,0.4,1006.12,8.8,1994,1990
1994-03-16,33.3,21.4,26.85,76,35,59.33,0.3,1005.2,9.7,1994,1990
1994-03-17,33.5,22.8,27.21,82,36,63.58,2.4,1004.8,7.3,1994,1990
1994-03-18,33.9,21.7,27.23,82,31,58.42,0.0,1004.22,8.9,1994,1990
1994-03-19,33.2,23.6,27.65,81,40,60.92,2.9,1005.0,7.3,1994,1990
1994-03-20,32.3,23.6,27.22,89,50,72.92,6.9,1004.97,5.6,1994,1990
1994-03-21,31.4,23.0,26.95,93,54,73.92,4.9,1004.91,5.0,1994,1990
1994-03-22,33.4,22.6,27.39,87,37,63.75,0.2,1004.44,8.1,1994,1990
1994-03-23,33.8,21.9,27.64,75,36,58.67,0.1,1004.51,9.3,1994,1990
1994-03-24,33.0,24.2,28.2,78,42,59.92,0.0,1004.28,6.9,1994,1990
1994-03-25,34.6,24.3,28.58,73,29,53.08,0.0,1003.65,10.0,1994,1990
1994-03-26,34.2,23.1,27.92,77,36,58.33,0.7,1004.01,10.5,1994,1990
1994-03-27,33.1,23.0,27.75,81,44,65.58,2.3,1004.66,7.4,1994,1990
1994-03-28,33.2,23.8,27.42,85,44,70.5,10.0,1006.03,6.0,1994,1990
1994-03-29,31.9,22.9,26.32,89,49,74.5,8.1,1007.31,5.8,1994,1990
1994-03-30,32.4,22.8,26.87,91,30,63.92,0.2,1007.35,7.6,1994,1990
1994-03-31,32.6,22.3,26.87,72,35,55.92,0.8,1007.77,9.7,1994,1990
1994-04-01,32.8,21.9,26.99,71,36,56.38,1.4,1008.33,9.7,1994,1990
1994-04-02,32.8,22.9,27.14,70,39,57.67,3.2,1009.02,8.7,1994,1990
1994-04-03,33.5,22.3,27.24,70,29,50.96,0.0,1007.33,9.8,1994,1990
1994-04-04,32.8,22.9,27.32,64,41,52.83,0.0,1004.9,10.7,1994,1990
1994-04-05,33.3,22.9,27.77,74,40,58.46,2.4,1004.09,6.9,1994,1990
1994-04-06,33.1,22.9,27.51,79,37,61.71,3.0,1005.39,9.7,1994,1990
1994-04-07,33.4,23.1,27.48,84,35,60.92,2.9,1006.41,6.8,1994,1990
1994-04-08,33.3,23.0,27.57,79,37,59.46,1.6,1005.66,7.4,1994,1990
1994-04-09,34.3,23.5,28.33,66,32,51.08,0.1,1004.88,9.1,1994,1990
1994-04-10,34.2,23.0,28.01,65,32,52.96,0.3,1004.02,9.4,1994,1990
1994-04-11,33.5,23.7,28.08,70,37,57.04,1.7,1004.54,8.2,1994,1990
1994-04-12,34.2,22.6,27.52,77,35,59.88,2.3,1006.1,8.0,1994,1990
1994-04-13,33.8,23.1,27.5,80,36,62.67,2.9,1006.6,7.3,1994,1990
1994-04-14,32.7,23.4,27.23,80,44,65.79,5.9,1005.82,6.8,1994,1990
1994-04-15,33.8,23.1,27.78,77,37,59.25,0.1,1004.68,8.9,1994,1990
1994-04-16,34.6,23.0,28.24,75,29,52.25,0.0,1004.78,9.2,1994,1990
1994-04-17,34.2,23.3,28.16,70,32,51.92,0.0,1005.02,10.8,1994,1990
1994-04-18,34.0,24.7,28.38,66,37,54.42,0.4,1005.12,9.1,1994,1990
1994-04-19,33.7,23.9,27.7,79,38,60.17,2.2,1005.35,8.2,1994,1990
1994-04-20,33.4,23.6,27.67,77,40,62.33,4.1,1005.16,7.8,1994,1990
1994-04-21,32.6,23.0,27.11,85,47,69.54,5.9,1005.05,6.2,1994,1990
1994-04-22,32.7,23.0,27.41,87,47,70.17,3.6,1004.24,7.1,1994,1990
1994-04-23,31.7,23.6,27.02,91,53,74.88,5.7,1004.59,6.2,1994,1990
1994-04-24,30.9,23.3,26.81,90,57,76.5,8.4,1004.95,9.8,1994,1990
1994-04-25,30.3,23.9,26.85,91,61,77.54,16.0,1005.2,9.0,1994,1990
1994-04-26,31.0,23.7,25.96,95,59,82.5,9.4,1005.45,9.5,1994,1990
1994-04-27,28.4,23.0,25.52,95,72,86.21,7.5,1005.97,7.9,1994,1990
1994-04-28,27.6,23.2,24.89,99,74,88.88,26.4,1006.98,7.9,1994,1990
1994-04-29,26.9,22.3,24.5,99,77,88.38,14.4,1008.15,7.7,1994,1990
1994-04-30,27.9,22.6,24.65,97,73,88.96,8.7,1007.61,10.7,1994,1990
1994-05-01,27.6,22.0,24.78,99,77,88.67,8.7,1006.89,7.6,1994,1990
1994-05-02,30.0,22.6,25.31,98,68,87.67,15.7,1006.19,9.6,1994,1990
1994-05-03,30.5,21.2,25.82,98,60,81.79,2.3,1004.93,6.8,1994,1990
1994-05-04,31.4,22.7,26.84,91,55,74.92,2.9,1003.65,7.2,1994,1990
1994-05-05,30.1,22.7,26.17,92,62,79.75,9.3,1005.21,8.7,1994,1990
1994-05-06,30.1,23.1,25.7,92,59,82.33,8.5,1006.25,5.0,1994,1990
1994-05-07,27.8,22.6,24.69,99,75,90.21,22.2,1005.92,7.3,1994,1990
1994-05-08,30.5,20.8,25.52,99,61,81.29,1.0,1005.51,8.4,1994,1990
1994-05-09,30.8,23.4,25.93,94,58,81.0,6.1,1005.5,8.0,1994,1990
1994-05-10,30.5,22.6,25.83,94,61,83.12,6.2,1005.55,6.5,1994,1990
1994-05-11,30.3,22.6,26.42,94,64,80.79,4.4,1005.42,6.6,1994,1990
1994-05-12,30.7,22.4,25.94,98,62,82.25,15.3,1005.64,6.5,1994,1990
1994-05-13,29.4,23.1,25.78,98,67,83.04,3.2,1004.91,5.8,1994,1990
1994-05-14,29.2,23.2,25.58,95,69,85.0,3.4,1005.32,5.5,1994,1990
1994-05-15,29.5,23.0,25.56,99,69,86.33,9.0,1005.41,6.2,1994,1990
1994-05-16,29.0,22.9,25.22,96,69,87.0,11.3,1005.71,8.6,1994,1990
1994-05-17,28.0,22.4,24.55,99,77,91.38,14.9,1006.52,7.6,1994,1990
1994-05-18,28.2,21.1,24.35,99,74,91.21,17.7,1006.48,8.6,1994,1990
1994-05-19,27.0,21.8,24.07,99,80,92.38,11.3,1005.82,7.0,1994,1990
1994-05-20,27.7,22.8,24.85,96,80,89.42,4.5,1004.83,7.6,1994,1990
1994-05-21,27.6,22.4,25.2,95,78,87.46,5.7,1005.6,9.2,1994,1990
1994-05-22,29.3,22.5,25.0,99,71,89.29,15.8,1006.41,6.5,1994,1990
1994-05-23,28.3,22.5,24.68,99,74,89.96,37.5,1006.61,7.5,1994,1990
1994-05-24,28.1,22.5,24.14,99,76,93.17,37.5,1006.08,9.4,1994,1990
1994-05-25,25.3,22.0,23.3,99,87,97.29,21.3,1006.32,10.6,1994,1990
1994-05-26,27.8,21.8,24.19,99,75,91.04,9.1,1006.42,10.4,1994,1990
1994-05-27,26.6,22.1,24.1,99,83,91.62,17.8,1006.02,5.8,1994,1990
1994-05-28,27.6,21.3,24.6,99,79,89.88,7.5,1004.48,6.3,1994,1990
1994-05-29,28.1,21.6,24.42,99,77,90.83,22.3,1003.93,8.6,1994,1990
1994-05-30,27.6,21.9,24.28,99,80,91.92,21.7,1004.4,6.3,1994,1990
1994-05-31,28.3,22.2,24.43,99,78,91.17,8.5,1005.2,10.2,1994,1990
1994-06-01,28.9,22.5,24.98,98,75,89.5,11.1,1005.32,8.7,1994,1990
1994-06-02,28.3,22.0,24.95,99,72,90.29,15.8,1005.78,7.2,1994,1990
1994-06-03,27.4,22.5,25.23,99,78,88.42,13.8,1006.89,7.6,1994,1990
1994-06-04,26.6,22.9,24.17,99,83,95.62,35.2,1007.19,7.4,1994,1990
1994-06-05,28.3,22.3,24.96,99,70,87.96,3.0,1007.33,8.5,1994,1990
1994-06-06,30.1,22.2,25.67,95,65,83.58,2.4,1006.62,7.1,1994,1990
1994-06-07,28.6,23.0,25.33,99,72,86.54,14.3,1006.48,8.7,1994,1990
1994-06-08,26.7,22.7,24.33,99,82,92.12,20.8,1007.12,6.1,1994,1990
1994-06-09,28.9,22.2,25.18,97,73,87.79,11.2,1006.61,4.9,1994,1990
1994-06-10,29.9,22.7,25.92,95,70,85.08,3.6,1004.93,6.5,1994,1990
1994-06-11,28.7,22.7,25.56,94,73,84.83,14.5,1004.98,6.6,1994,1990
1994-06-12,29.0,22.5,25.14,95,67,85.58,9.2,1006.16,6.5,1994,1990
1994-06-13,28.3,22.4,24.6,96,73,88.62,14.9,1006.26,8.0,1994,1990
1994-06-14,27.8,21.3,24.67,99,73,88.12,18.2,1005.6,6.3,1994,1990
1994-06-15,27.9,22.6,24.9,94,80,88.08,8.0,1005.09,4.7,1994,1990
1994-06-16,28.5,22.5,24.81,95,77,89.88,9.0,1004.74,7.4,1994,1990
1994-06-17,28.9,22.6,24.97,99,71,89.08,18.4,1004.33,9.7,1994,1990
1994-06-18,28.5,22.4,24.62,99,72,90.75,12.3,1005.16,5.4,1994,1990
1994-06-19,27.9,21.5,24.38,99,77,90.88,19.0,1006.16,9.4,1994,1990
